value,segments,language,borrowing_score
membual,"['m', 'e', 'm', 'b', 'u', 'a', 'l']",Indonesian,0.0
menyombongkan diri,"['m', 'e', 'ɲ', 'o', 'm', 'b', 'o', 'ŋ', 'k', 'a', 'n', '+', 'd', 'i', 'r', 'i']",Indonesian,0.0
menulis,"['m', 'e', 'n', 'u', 'l', 'i', 's']",Indonesian,0.0
membaca,"['m', 'e', 'm', 'b', 'a', 'tʃ', 'a']",Indonesian,1.0
kertas,"['k', 'e', 'r', 't', 'a', 's']",Indonesian,1.0
pulpén,"['p', 'u', 'l', 'p', 'é/e', 'n']",Indonesian,1.0
péna,"['p', 'é/e', 'n', 'a']",Indonesian,1.0
bolpoin,"['b', 'o', 'l', 'p', 'o', 'i', 'n']",Indonesian,1.0
kalam,"['k', 'a', 'l', 'a', 'm']",Indonesian,1.0
buku,"['b', 'u', 'k', 'u']",Indonesian,1.0
penyair,"['p', 'e', 'ɲ', 'a', 'i', 'r']",Indonesian,0.0
pujangga,"['p', 'u', 'dʒ', 'a', 'ŋ', 'g', 'a']",Indonesian,1.0
"suling, seruling","['s', 'u', 'l', 'i', 'ŋ']",Indonesian,0.0
"gendang, genderang","['g', 'e', 'n', 'd', 'a', 'ŋ']",Indonesian,0.0
trompét,"['t', 'r', 'o', 'm', 'p', 'é/e', 't']",Indonesian,1.0
écék-écék,"['é/e', 'tʃ', 'é/e', 'k', '+', 'é/e', 'tʃ', 'é/e', 'ʔ']",Indonesian,0.25
kécrékan,"['k', 'é/e', 'tʃ', 'r', 'é/e', 'k', 'a', 'n']",Indonesian,0.75
negara,"['n', 'e', 'g', 'a', 'r', 'a']",Indonesian,1.0
tanah-air,"['t', 'a', 'n', 'a', 'h', '+', 'a', 'i', 'r']",Indonesian,0.0
tumpah darah,"['t', 'u', 'm', 'p', 'a', 'h', '+', 'd', 'a', 'r', 'a', 'h']",Indonesian,0.0
kota,"['k', 'o', 't', 'a']",Indonesian,1.0
désa,"['d', 'é/e', 's', 'a']",Indonesian,1.0
kampung,"['k', 'a', 'm', 'p', 'u', 'ŋ']",Indonesian,0.0
perbatasan,"['p', 'e', 'r', 'b', 'a', 't', 'a', 's', 'a', 'n']",Indonesian,0.0
rakyat,"['r', 'a', 'k', 'j', 'a', 't']",Indonesian,1.0
marga (1),"['m', 'a', 'r', 'g', 'a']",Indonesian,1.0
suku,"['s', 'u', 'k', 'u']",Indonesian,0.0
kepala adat,"['k', 'e', 'p', 'a', 'l', 'a', '+', 'a', 'd', 'a', 't']",Indonesian,0.0
kepala suku,"['k', 'e', 'p', 'a', 'l', 'a', '+', 's', 'u', 'k', 'u']",Indonesian,0.0
tongkat,"['t', 'o', 'ŋ', 'k', 'a', 't']",Indonesian,0.0
memerintah,"['m', 'e', 'm', 'e', 'r', 'i', 'n', 't', 'a', 'h']",Indonesian,0.0
raja,"['r', 'a', 'dʒ', 'a']",Indonesian,1.0
ratu,"['r', 'a', 't', 'u']",Indonesian,1.0
bangsawan,"['b', 'a', 'ŋ', 's', 'a', 'w', 'a', 'n']",Indonesian,0.0
warga(negara),"['w', 'a', 'r', 'g', 'a', 'n', 'e', 'g', 'a', 'r', 'a']",Indonesian,1.0
tuan,"['t', 'u', 'a', 'n']",Indonesian,0.0
budak,"['b', 'u', 'd', 'a', 'ʔ']",Indonesian,0.0
pembantu,"['p', 'e', 'm', 'b', 'a', 'n', 't', 'u']",Indonesian,0.0
memerintahkan,"['m', 'e', 'm', 'e', 'r', 'i', 'n', 't', 'a', 'h', 'k', 'a', 'n']",Indonesian,0.0
"mentaati, menaati","['m', 'e', 'n', 't', 'aː', 't', 'i']",Indonesian,0.0
mematuhi,"['m', 'e', 'm', 'a', 't', 'u', 'h', 'i']",Indonesian,0.0
"mengijinkan, mengizinkan","['m', 'e', 'ŋ', 'i', 'dʒ', 'i', 'n', 'k', 'a', 'n']",Indonesian,0.0
memperboléhkan,"['m', 'e', 'm', 'p', 'e', 'r', 'b', 'o', 'l', 'é/e', 'h', 'k', 'a', 'n']",Indonesian,0.0
membiarkan,"['m', 'e', 'm', 'b', 'i', 'a', 'r', 'k', 'a', 'n']",Indonesian,0.0
teman,"['t', 'e', 'm', 'a', 'n']",Indonesian,0.75
kawan,"['k', 'a', 'w', 'a', 'n']",Indonesian,0.0
handai,"['h', 'a', 'n', 'd', 'aɪ']",Indonesian,0.75
taulan,"['t', 'a', 'u', 'l', 'a', 'n']",Indonesian,0.75
"sahabat, sobat","['s', 'a', 'h', 'a', 'b', 'a', 't']",Indonesian,1.0
musuh,"['m', 'u', 's', 'u', 'h']",Indonesian,0.0
seteru,"['s', 'e', 't', 'e', 'r', 'u']",Indonesian,1.0
tetangga,"['t', 'e', 't', 'a', 'ŋ', 'g', 'a']",Indonesian,0.0
jiran,"['dʒ', 'i', 'r', 'a', 'n']",Indonesian,1.0
"tamu, tetamu","['t', 'a', 'm', 'u']",Indonesian,0.0
tuan rumah,"['t', 'u', 'a', 'n', '+', 'r', 'u', 'm', 'a', 'h']",Indonesian,0.0
membantu,"['m', 'e', 'm', 'b', 'a', 'n', 't', 'u']",Indonesian,0.0
menolong,"['m', 'e', 'n', 'o', 'l', 'o', 'ŋ']",Indonesian,0.0
mencegah,"['m', 'e', 'ɲ', 'e', 'g', 'a', 'h']",Indonesian,1.0
menghalangI,"['m', 'e', 'ŋ', 'h', 'a', 'l', 'a', 'ŋ', 'i']",Indonesian,0.0
adat,"['a', 'd', 'a', 't']",Indonesian,1.0
perselisihan,"['p', 'e', 'r', 's', 'e', 'l', 'i', 's', 'i', 'h', 'a', 'n']",Indonesian,0.0
pertikaian,"['p', 'e', 'r', 't', 'i', 'k', 'a', 'i', 'a', 'n']",Indonesian,0.0
pertengkaran (mulut),"['p', 'e', 'r', 't', 'e', 'ŋ', 'k', 'a', 'r', 'a', 'n', '+', 'm', 'u', 'l', 'u', 't']",Indonesian,0.0
perkelahian,"['p', 'e', 'r', 'k', 'e', 'l', 'a', 'h', 'i', 'a', 'n']",Indonesian,0.0
percékcokan,"['p', 'e', 'r', 'tʃ', 'é/e', 'k', 'tʃ', 'o', 'k', 'a', 'n']",Indonesian,0.0
persekongkolan,"['p', 'e', 'r', 's', 'e', 'k', 'o', 'ŋ', 'k', 'o', 'l', 'a', 'n']",Indonesian,0.5
komplot,"['k', 'o', 'm', 'p', 'l', 'o', 't']",Indonesian,1.0
kongkalikong,"['k', 'o', 'ŋ', 'k', 'a', 'l', 'i', 'k', 'o', 'ŋ']",Indonesian,0.25
konspirasi,"['k', 'o', 'n', 's', 'p', 'i', 'r', 'a', 's', 'i']",Indonesian,1.0
"kasak-kisik, kasak-kusuk","['k', 'a', 's', 'a', 'k', '+', 'k', 'i', 's', 'i', 'ʔ']",Indonesian,0.0
berjumpa,"['b', 'e', 'r', 'dʒ', 'u', 'm', 'p', 'a']",Indonesian,0.0
bersua,"['b', 'e', 'r', 's', 'u', 'a']",Indonesian,0.5
ketemu,"['k', 'e', 't', 'e', 'm', 'u']",Indonesian,0.0
bertemu,"['b', 'e', 'r', 't', 'e', 'm', 'u']",Indonesian,0.0
pelacur,"['p', 'e', 'l', 'a', 'tʃ', 'u', 'r']",Indonesian,0.0
lonté,"['l', 'o', 'n', 't', 'é/e']",Indonesian,1.0
pérék,"['p', 'é/e', 'r', 'é/e', 'ʔ']",Indonesian,0.0
WTS,"['w', 'é/e', 't', 'éé/eː', 's']",Indonesian,0.0
PSK,"['p', 'eː', 's', 'k', 'a']",Indonesian,0.0
cabo,"['tʃ', 'a', 'b', 'o']",Indonesian,1.0
berkelahi,"['b', 'e', 'r', 'k', 'e', 'l', 'a', 'h', 'i']",Indonesian,1.0
berperang,"['b', 'e', 'r', 'p', 'e', 'r', 'a', 'ŋ']",Indonesian,0.0
bertengkar,"['b', 'e', 'r', 't', 'e', 'ŋ', 'k', 'a', 'r']",Indonesian,0.0
bertempur,"['b', 'e', 'r', 't', 'e', 'm', 'p', 'u', 'r']",Indonesian,0.0
"brantem, berantem","['b', 'r', 'a', 'n', 't', 'e', 'm']",Indonesian,1.0
bertikai,"['b', 'e', 'r', 't', 'i', 'k', 'aɪ']",Indonesian,0.75
bertarung,"['b', 'e', 'r', 't', 'a', 'r', 'u', 'ŋ']",Indonesian,0.0
perang,"['p', 'e', 'r', 'a', 'ŋ']",Indonesian,0.5
pertempuran,"['p', 'e', 'r', 't', 'e', 'm', 'p', 'u', 'r', 'a', 'n']",Indonesian,0.0
perdamaian,"['p', 'e', 'r', 'd', 'a', 'm', 'a', 'i', 'a', 'n']",Indonesian,0.0
tentara,"['t', 'e', 'n', 't', 'a', 'r', 'a']",Indonesian,1.0
tentara,"['t', 'e', 'n', 't', 'a', 'r', 'a']",Indonesian,1.0
serdadu,"['s', 'e', 'r', 'd', 'a', 'd', 'u']",Indonesian,1.0
prajurit,"['p', 'r', 'a', 'dʒ', 'u', 'r', 'i', 't']",Indonesian,1.0
laskar,"['l', 'a', 's', 'k', 'a', 'r']",Indonesian,1.0
senjata,"['s', 'e', 'ɲ', 'a', 't', 'a']",Indonesian,1.0
pentung,"['p', 'e', 'n', 't', 'u', 'ŋ']",Indonesian,0.0
jipang,"['dʒ', 'i', 'p', 'a', 'ŋ']",Indonesian,0.75
ketapél,"['k', 'e', 't', 'a', 'p', 'é/e', 'l']",Indonesian,1.0
panah,"['p', 'a', 'n', 'a', 'h']",Indonesian,0.0
busur,"['b', 'u', 's', 'u', 'r']",Indonesian,0.0
anak panah,"['a', 'n', 'a', 'k', '+', 'p', 'a', 'n', 'a', 'h']",Indonesian,0.0
tombak,"['t', 'o', 'm', 'b', 'a', 'ʔ']",Indonesian,0.0
pedang,"['p', 'e', 'd', 'a', 'ŋ']",Indonesian,0.0
bedil,"['b', 'e', 'd', 'i', 'l']",Indonesian,0.75
"senapan, senapang","['s', 'e', 'n', 'a', 'p', 'a', 'n']",Indonesian,1.0
baju baja,"['b', 'a', 'dʒ', 'u', '+', 'b', 'a', 'dʒ', 'a']",Indonesian,0.25
hélem,"['h', 'é/e', 'l', 'e', 'm']",Indonesian,1.0
perisai,"['p', 'e', 'r', 'i', 's', 'aɪ']",Indonesian,1.0
taméng,"['t', 'a', 'm', 'é/e', 'ŋ']",Indonesian,1.0
bénténg,"['b', 'é/e', 'n', 't', 'é/e', 'ŋ']",Indonesian,1.0
menara,"['m', 'e', 'n', 'a', 'r', 'a']",Indonesian,0.75
kemenangan,"['k', 'e', 'm', 'e', 'n', 'a', 'ŋ', 'a', 'n']",Indonesian,0.0
kejayaan,"['k', 'e', 'dʒ', 'a', 'j', 'aː', 'n']",Indonesian,0.0
kekalahan,"['k', 'e', 'k', 'a', 'l', 'a', 'h', 'a', 'n']",Indonesian,0.0
serangan,"['s', 'e', 'r', 'a', 'ŋ', 'a', 'n']",Indonesian,0.0
serbuan,"['s', 'e', 'r', 'b', 'u', 'a', 'n']",Indonesian,0.0
gempuran,"['g', 'e', 'm', 'p', 'u', 'r', 'a', 'n']",Indonesian,1.0
membéla,"['m', 'e', 'm', 'b', 'é/e', 'l', 'a']",Indonesian,0.5
mempertahankan,"['m', 'e', 'm', 'p', 'e', 'r', 't', 'a', 'h', 'a', 'n', 'k', 'a', 'n']",Indonesian,0.0
mundur,"['m', 'u', 'n', 'd', 'u', 'r']",Indonesian,0.0
menyerahkan diri,"['m', 'e', 'ɲ', 'e', 'r', 'a', 'h', 'k', 'a', 'n', '+', 'd', 'i', 'r', 'i']",Indonesian,0.0
tawanan,"['t', 'a', 'w', 'a', 'n', 'a', 'n']",Indonesian,0.0
tahanan,"['t', 'a', 'h', 'a', 'n', 'a', 'n']",Indonesian,0.0
narapidana,"['n', 'a', 'r', 'a', 'p', 'i', 'd', 'a', 'n', 'a']",Indonesian,0.0
pesakitan,"['p', 'e', 's', 'a', 'k', 'i', 't', 'a', 'n']",Indonesian,0.75
penjaga,"['p', 'e', 'ɲ', 'a', 'g', 'a']",Indonesian,0.0
satpam,"['s', 'a', 't', 'p', 'a', 'm']",Indonesian,0.0
jarahan,"['dʒ', 'a', 'r', 'a', 'h', 'a', 'n']",Indonesian,0.0
peradangan,"['p', 'e', 'r', 'a', 'd', 'a', 'ŋ', 'a', 'n']",Indonesian,0.0
nelayan,"['n', 'e', 'l', 'a', 'j', 'a', 'n']",Indonesian,1.0
mata kail,"['m', 'a', 't', 'a', '+', 'k', 'a', 'i', 'l']",Indonesian,0.0
tali kail,"['t', 'a', 'l', 'i', '+', 'k', 'a', 'i', 'l']",Indonesian,0.0
jala,"['dʒ', 'a', 'l', 'a']",Indonesian,1.0
pukat,"['p', 'u', 'k', 'a', 't']",Indonesian,0.0
jaring,"['dʒ', 'a', 'r', 'i', 'ŋ']",Indonesian,0.0
bubu,"['b', 'u', 'b', 'u']",Indonesian,0.0
umpan,"['u', 'm', 'p', 'a', 'n']",Indonesian,0.0
berburu,"['b', 'e', 'r', 'b', 'u', 'r', 'u']",Indonesian,0.0
menémbak,"['m', 'e', 'n', 'é/e', 'm', 'b', 'a', 'ʔ']",Indonesian,0.0
luncas,"['l', 'u', 'ɲ', 'a', 's']",Indonesian,0.0
melését,"['m', 'e', 'l', 'é/e', 's', 'é/e', 't']",Indonesian,1.0
ketinggalan,"['k', 'e', 't', 'i', 'ŋ', 'g', 'a', 'l', 'a', 'n']",Indonesian,0.0
perangkap,"['p', 'e', 'r', 'a', 'ŋ', 'k', 'a', 'p']",Indonesian,0.0
menjerat,"['m', 'e', 'ɲ', 'e', 'r', 'a', 't']",Indonesian,0.0
menjebak,"['m', 'e', 'ɲ', 'e', 'b', 'a', 'ʔ']",Indonesian,0.0
undang-undang,"['u', 'n', 'd', 'a', 'ŋ', '+', 'u', 'n', 'd', 'a', 'ŋ']",Indonesian,0.0
hukum,"['h', 'u', 'k', 'u', 'm']",Indonesian,1.0
pengadilan,"['p', 'e', 'ŋ', 'a', 'd', 'i', 'l', 'a', 'n']",Indonesian,0.0
mahkamah,"['m', 'a', 'h', 'k', 'a', 'm', 'a', 'h']",Indonesian,1.0
di,"['d', 'i']",Indonesian,0.0
mengadili,"['m', 'e', 'ŋ', 'a', 'd', 'i', 'l', 'i']",Indonesian,0.0
putusan,"['p', 'u', 't', 'u', 's', 'a', 'n']",Indonesian,0.0
hakim,"['h', 'a', 'k', 'i', 'm']",Indonesian,1.0
penuntut,"['p', 'e', 'n', 'u', 'n', 't', 'u', 't']",Indonesian,0.0
terdakwa,"['t', 'e', 'r', 'd', 'a', 'kʷ', 'a']",Indonesian,0.0
saksi,"['s', 'a', 'k', 's', 'i']",Indonesian,1.0
bersumpah,"['b', 'e', 'r', 's', 'u', 'm', 'p', 'a', 'h']",Indonesian,0.0
sumpah,"['s', 'u', 'm', 'p', 'a', 'h']",Indonesian,0.0
menuduh,"['m', 'e', 'n', 'u', 'd', 'u', 'h']",Indonesian,0.0
menuding,"['m', 'e', 'n', 'u', 'd', 'i', 'ŋ']",Indonesian,1.0
mendakwa,"['m', 'e', 'n', 'd', 'a', 'kʷ', 'a']",Indonesian,1.0
menghukum,"['m', 'e', 'ŋ', 'h', 'u', 'k', 'u', 'm']",Indonesian,1.0
memvonis,"['m', 'e', 'm', 'v', 'o', 'n', 'i', 's']",Indonesian,1.0
bersalah,"['b', 'e', 'r', 's', 'a', 'l', 'a', 'h']",Indonesian,0.0
hukuman,"['h', 'u', 'k', 'u', 'm', 'a', 'n']",Indonesian,0.0
setrap,"['s', 'e', 't', 'r', 'a', 'p']",Indonesian,1.0
penalti,"['p', 'e', 'n', 'a', 'l', 't', 'i']",Indonesian,1.0
vonis,"['v', 'o', 'n', 'i', 's']",Indonesian,1.0
pidana,"['p', 'i', 'd', 'a', 'n', 'a']",Indonesian,1.0
sanksi,"['s', 'a', 'n', 'k', 's', 'i']",Indonesian,1.0
denda,"['d', 'e', 'n', 'd', 'a']",Indonesian,1.0
penjara,"['p', 'e', 'ɲ', 'a', 'r', 'a']",Indonesian,1.0
bui,"['b', 'u', 'i']",Indonesian,1.0
lembaga pemasyarakatan,"['l', 'e', 'm', 'b', 'a', 'g', 'a', '+', 'p', 'e', 'm', 'a', 'ʃ', 'a', 'r', 'a', 'k', 'a', 't', 'a', 'n']",Indonesian,0.0
pembunuhan,"['p', 'e', 'm', 'b', 'u', 'n', 'u', 'h', 'a', 'n']",Indonesian,0.0
zina(h),"['z', 'i', 'n', 'a', 'h']",Indonesian,1.0
pemerkosaan,"['p', 'e', 'm', 'e', 'r', 'k', 'o', 's', 'aː', 'n']",Indonesian,0.0
sumpah palsu,"['s', 'u', 'm', 'p', 'a', 'h', '+', 'p', 'a', 'l', 's', 'u']",Indonesian,0.0
mencuri,"['m', 'e', 'ɲ', 'u', 'r', 'i']",Indonesian,1.0
pencuri,"['p', 'e', 'ɲ', 'u', 'r', 'i']",Indonesian,0.0
maling,"['m', 'a', 'l', 'i', 'ŋ']",Indonesian,0.0
agama,"['a', 'g', 'a', 'm', 'a']",Indonesian,1.0
religi,"['r', 'e', 'l', 'i', 'g', 'i']",Indonesian,1.0
déwa,"['d', 'é/e', 'w', 'a']",Indonesian,1.0
rumah ibadah,"['r', 'u', 'm', 'a', 'h', '+', 'i', 'b', 'a', 'd', 'a', 'h']",Indonesian,0.0
kuil,"['k', 'u', 'i', 'l']",Indonesian,1.0
altar,"['a', 'l', 't', 'a', 'r']",Indonesian,1.0
korban,"['k', 'o', 'r', 'b', 'a', 'n']",Indonesian,1.0
beribadah,"['b', 'e', 'r', 'i', 'b', 'a', 'd', 'a', 'h']",Indonesian,1.0
sembahyang,"['s', 'e', 'm', 'b', 'a', 'h', 'j', 'a', 'ŋ']",Indonesian,0.0
sembahyang,"['s', 'e', 'm', 'b', 'a', 'h', 'j', 'a', 'ŋ']",Indonesian,0.0
berdoa,"['b', 'e', 'r', 'd', 'o', 'a']",Indonesian,1.0
sholat,"['s', 'o', 'l', 'a', 't']",Indonesian,1.0
pendéta,"['p', 'e', 'n', 'd', 'é/e', 't', 'a']",Indonesian,1.0
imam,"['i', 'm', 'a', 'm']",Indonesian,1.0
"pastor, pastur","['p', 'a', 's', 't', 'o', 'r']",Indonesian,1.0
romo,"['r', 'o', 'm', 'o']",Indonesian,1.0
suci,"['s', 'u', 'tʃ', 'i']",Indonesian,1.0
kudus,"['k', 'u', 'd', 'u', 's']",Indonesian,1.0
berkhotbah,"['b', 'e', 'r', 'x', 'o', 't', 'b', 'a', 'h']",Indonesian,1.0
memberkati,"['m', 'e', 'm', 'b', 'e', 'r', 'k', 'a', 't', 'i']",Indonesian,0.0
merestui,"['m', 'e', 'r', 'e', 's', 't', 'u', 'i']",Indonesian,0.0
mengutuk,"['m', 'e', 'ŋ', 'u', 't', 'u', 'ʔ']",Indonesian,0.0
mencaci-maki,"['m', 'e', 'ɲ', 'a', 'tʃ', 'i', '+', 'm', 'a', 'k', 'i']",Indonesian,0.0
berpuasa,"['b', 'e', 'r', 'p', 'u', 'a', 's', 'a']",Indonesian,1.0
"syurga, syorga, surga, sorga","['ʃ', 'u', 'r', 'g', 'a']",Indonesian,1.0
kayangan,"['k', 'a', 'j', 'a', 'ŋ', 'a', 'n']",Indonesian,0.0
neraka,"['n', 'e', 'r', 'a', 'k', 'a']",Indonesian,1.0
sétan,"['s', 'é/e', 't', 'a', 'n']",Indonesian,1.0
berhala,"['b', 'e', 'r', 'h', 'a', 'l', 'a']",Indonesian,1.0
sihir,"['s', 'i', 'h', 'i', 'r']",Indonesian,1.0
sulap,"['s', 'u', 'l', 'a', 'p']",Indonesian,0.0
penyihir,"['p', 'e', 'ɲ', 'i', 'h', 'i', 'r']",Indonesian,0.0
tukang sihir,"['t', 'u', 'k', 'a', 'ŋ', '+', 's', 'i', 'h', 'i', 'r']",Indonesian,0.0
bidadari,"['b', 'i', 'd', 'a', 'd', 'a', 'r', 'i']",Indonesian,1.0
peri,"['p', 'e', 'r', 'i']",Indonesian,1.0
makhluk halus,"['m', 'a', 'x', 'l', 'u', 'k', '+', 'h', 'a', 'l', 'u', 's']",Indonesian,0.0
hantu,"['h', 'a', 'n', 't', 'u']",Indonesian,0.0
alamat buruk,"['a', 'l', 'a', 'm', 'a', 't', '+', 'b', 'u', 'r', 'u', 'ʔ']",Indonesian,0.0
radio,"['r', 'a', 'd', 'i', 'o']",Indonesian,1.0
télevisi,"['t', 'é/e', 'l', 'e', 'v', 'i', 's', 'i']",Indonesian,1.0
TV,"['t', 'i', 'f', 'i']",Indonesian,1.0
"télepon, télpon, telpon, télefon, telfon","['t', 'é/e', 'l', 'e', 'p', 'o', 'n']",Indonesian,1.0
sepéda motor,"['s', 'e', 'p', 'é/e', 'd', 'a', '+', 'm', 'o', 't', 'o', 'r']",Indonesian,0.0
mobil,"['m', 'o', 'b', 'i', 'l']",Indonesian,1.0
bis,"['b', 'i', 's']",Indonesian,1.0
pesawat (terbang),"['p', 'e', 's', 'a', 'w', 'a', 't', '+', 't', 'e', 'r', 'b', 'a', 'ŋ']",Indonesian,0.0
kapal terbang,"['k', 'a', 'p', 'a', 'l', '+', 't', 'e', 'r', 'b', 'a', 'ŋ']",Indonesian,0.0
listrik,"['l', 'i', 's', 't', 'r', 'i', 'ʔ']",Indonesian,1.0
baterai,"['b', 'a', 't', 'e', 'r', 'aɪ']",Indonesian,1.0
rumah sakit,"['r', 'u', 'm', 'a', 'h', '+', 's', 'a', 'k', 'i', 't']",Indonesian,0.0
perawat,"['p', 'e', 'r', 'a', 'w', 'a', 't']",Indonesian,0.0
suster,"['s', 'u', 's', 't', 'e', 'r']",Indonesian,1.0
"pil, pél","['p', 'i', 'l']",Indonesian,1.0
suntikan,"['s', 'u', 'n', 't', 'i', 'k', 'a', 'n']",Indonesian,0.0
inyéksi,"['i', 'ɲ', 'é/e', 'k', 's', 'i']",Indonesian,1.0
injéksi,"['i', 'ɲ', 'é/e', 'k', 's', 'i']",Indonesian,1.0
"kran, keran","['k', 'r', 'a', 'n']",Indonesian,1.0
wastafel,"['w', 'a', 's', 't', 'a', 'f', 'e', 'l']",Indonesian,1.0
kamar kecil,"['k', 'a', 'm', 'a', 'r', '+', 'k', 'e', 'tʃ', 'i', 'l']",Indonesian,0.0
"toilét, toalét","['t', 'o', 'i', 'l', 'é/e', 't']",Indonesian,1.0
klosét,"['k', 'l', 'o', 's', 'é/e', 't']",Indonesian,1.0
WC,"['w', 'e', 's', 'e']",Indonesian,1.0
kakus,"['k', 'a', 'k', 'u', 's']",Indonesian,0.0
jamban,"['dʒ', 'a', 'm', 'b', 'a', 'n']",Indonesian,0.0
kasur,"['k', 'a', 's', 'u', 'r']",Indonesian,0.25
pemerintah,"['p', 'e', 'm', 'e', 'r', 'i', 'n', 't', 'a', 'h']",Indonesian,0.0
présidén,"['p', 'r', 'é/e', 's', 'i', 'd', 'é/e', 'n']",Indonesian,1.0
menteri,"['m', 'e', 'n', 't', 'e', 'r', 'i']",Indonesian,1.0
polisi,"['p', 'o', 'l', 'i', 's', 'i']",Indonesian,1.0
SIM,"['s', 'i', 'm']",Indonesian,0.0
kejahatan,"['k', 'e', 'dʒ', 'a', 'h', 'a', 't', 'a', 'n']",Indonesian,0.0
tindak pidana,"['t', 'i', 'n', 'd', 'a', 'k', '+', 'p', 'i', 'd', 'a', 'n', 'a']",Indonesian,0.0
pemilihan,"['p', 'e', 'm', 'i', 'l', 'i', 'h', 'a', 'n']",Indonesian,0.0
pos,"['p', 'o', 's']",Indonesian,1.0
"prangko, perangko","['p', 'r', 'a', 'ŋ', 'k', 'o']",Indonesian,1.0
surat,"['s', 'u', 'r', 'a', 't']",Indonesian,0.0
bank,"['b', 'a', 'n', 'ʔ']",Indonesian,1.0
kaléng,"['k', 'a', 'l', 'é/e', 'ŋ']",Indonesian,1.0
"sekrup, sekerup","['s', 'e', 'k', 'r', 'u', 'p']",Indonesian,1.0
obéng,"['o', 'b', 'é/e', 'ŋ']",Indonesian,1.0
botol,"['b', 'o', 't', 'o', 'l']",Indonesian,1.0
permén,"['p', 'e', 'r', 'm', 'é/e', 'n']",Indonesian,1.0
gula-gula,"['g', 'u', 'l', 'a', '+', 'g', 'u', 'l', 'a']",Indonesian,0.0
kembang gula,"['k', 'e', 'm', 'b', 'a', 'ŋ', '+', 'g', 'u', 'l', 'a']",Indonesian,0.75
kaca mata,"['k', 'a', 'tʃ', 'a', '+', 'm', 'a', 't', 'a']",Indonesian,0.0
plastik,"['p', 'l', 'a', 's', 't', 'i', 'ʔ']",Indonesian,1.0
bom,"['b', 'o', 'm']",Indonesian,1.0
béngkél,"['b', 'é/e', 'ŋ', 'k', 'é/e', 'l']",Indonesian,1.0
rokok,"['r', 'o', 'k', 'o', 'ʔ']",Indonesian,1.0
kalénder,"['k', 'a', 'l', 'é/e', 'n', 'd', 'e', 'r']",Indonesian,1.0
penanggalan,"['p', 'e', 'n', 'a', 'ŋ', 'g', 'a', 'l', 'a', 'n']",Indonesian,0.75
filem,"['f', 'i', 'l', 'e', 'm']",Indonesian,1.0
musik,"['m', 'u', 's', 'i', 'ʔ']",Indonesian,1.0
lagu,"['l', 'a', 'g', 'u']",Indonesian,0.0
surat kabar,"['s', 'u', 'r', 'a', 't', '+', 'k', 'a', 'b', 'a', 'r']",Indonesian,0.0
koran,"['k', 'o', 'r', 'a', 'n']",Indonesian,1.0
alamat,"['a', 'l', 'a', 'm', 'a', 't']",Indonesian,1.0
nomor,"['n', 'o', 'm', 'o', 'r']",Indonesian,1.0
angka,"['a', 'ŋ', 'k', 'a']",Indonesian,1.0
keréta api,"['k', 'e', 'r', 'é/e', 't', 'a', '+', 'a', 'p', 'i']",Indonesian,0.0
akta kelahiran,"['a', 'k', 't', 'a', '+', 'k', 'e', 'l', 'a', 'h', 'i', 'r', 'a', 'n']",Indonesian,0.0
mengerém,"['m', 'e', 'ŋ', 'e', 'r', 'é/e', 'm']",Indonesian,1.0
minyak tanah,"['m', 'i', 'ɲ', 'a', 'k', '+', 't', 'a', 'n', 'a', 'h']",Indonesian,0.0
mesin,"['m', 'e', 's', 'i', 'n']",Indonesian,1.0
motor,"['m', 'o', 't', 'o', 'r']",Indonesian,1.0
mesin,"['m', 'e', 's', 'i', 'n']",Indonesian,1.0
sepéda,"['s', 'e', 'p', 'é/e', 'd', 'a']",Indonesian,1.0
jalan,"['dʒ', 'a', 'l', 'a', 'n']",Indonesian,0.0
memerdékakan,"['m', 'e', 'm', 'e', 'r', 'd', 'é/e', 'k', 'a', 'k', 'a', 'n']",Indonesian,0.0
mengundang,"['m', 'e', 'ŋ', 'u', 'n', 'd', 'a', 'ŋ']",Indonesian,0.0
mengajak,"['m', 'e', 'ŋ', 'a', 'dʒ', 'a', 'ʔ']",Indonesian,0.5
plat (mobil),"['p', 'l', 'a', 't', '+', 'm', 'o', 'b', 'i', 'l']",Indonesian,1.0
kartu pos,"['k', 'a', 'r', 't', 'u', '+', 'p', 'o', 's']",Indonesian,0.0
"ada, berada","['a', 'd', 'a']",Indonesian,0.0
merupakan,"['m', 'e', 'r', 'u', 'p', 'a', 'k', 'a', 'n']",Indonesian,0.0
menjadi,"['m', 'e', 'ɲ', 'a', 'd', 'i']",Indonesian,0.0
menjadi,"['m', 'e', 'ɲ', 'a', 'd', 'i']",Indonesian,0.0
tanpa,"['t', 'a', 'n', 'p', 'a']",Indonesian,1.0
léwat,"['l', 'é/e', 'w', 'a', 't']",Indonesian,0.0
melalui,"['m', 'e', 'l', 'a', 'l', 'u', 'i']",Indonesian,0.0
sama,"['s', 'a', 'm', 'a']",Indonesian,1.0
bukan,"['b', 'u', 'k', 'a', 'n']",Indonesian,0.0
tidak,"['t', 'i', 'd', 'a', 'ʔ']",Indonesian,0.0
ini,"['i', 'n', 'i']",Indonesian,0.0
itu,"['i', 't', 'u']",Indonesian,0.0
